Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,New York City,United States,AS-10090,Adam Shillingsburg,6/21/2020,CA-2020-119865,10011,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",East,5227,Consumer,6/26/2020,Standard Class,New York,Binders,0.2,60.4968,6,186.144
Office Supplies,New York City,United States,HG-14845,Harry Greene,10/9/2021,CA-2021-141873,10024,OFF-BI-10003655,Durable Pressboard Binders,East,3823,Consumer,10/14/2021,Standard Class,New York,Binders,0.2,6.156,6,18.24
Office Supplies,New York City,United States,PK-19075,Pete Kriz,8/21/2021,US-2021-102183,10035,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,East,9271,Consumer,8/28/2021,Standard Class,New York,Binders,0.2,1453.1238,6,4305.552
Office Supplies,New York City,United States,SH-20395,Shahid Hopkins,3/7/2021,CA-2021-110884,10035,OFF-BI-10003669,3M Organizer Strips,East,4903,Consumer,3/12/2021,Standard Class,New York,Binders,0.2,9.072,6,25.92
Office Supplies,Parma,United States,SP-20920,Susan Pistek,11/12/2020,CA-2020-124590,44134,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,East,6113,Consumer,11/16/2020,Standard Class,Ohio,Fasteners,0.2,5.4444,6,16.752
Office Supplies,Parma,United States,ST-20530,Shui Tom,6/20/2021,CA-2021-106852,44134,OFF-PA-10001639,Xerox 203,East,1436,Consumer,6/27/2021,Standard Class,Ohio,Paper,0.2,10.8864,6,31.104
Office Supplies,Philadelphia,United States,SC-20020,Sam Craven,11/10/2019,CA-2019-147690,19140,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,East,9552,Consumer,11/14/2019,Standard Class,Pennsylvania,Storage,0.2,43.3188,6,577.584
Office Supplies,Philadelphia,United States,MD-17350,Maribeth Dona,11/5/2018,CA-2018-114251,19143,OFF-ST-10003716,Tennsco Double-Tier Lockers,East,9713,Consumer,11/10/2018,Standard Class,Pennsylvania,Storage,0.2,-94.5084,6,1080.096
Office Supplies,Philadelphia,United States,SV-20785,Stewart Visinsky,5/3/2019,CA-2019-112130,19140,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",East,4660,Consumer,5/7/2019,Standard Class,Pennsylvania,Appliances,0.2,2.0475,7,18.2
Office Supplies,Newark,United States,LC-16870,Lena Cacioppo,2/28/2020,CA-2020-111283,43055,OFF-AR-10001615,Newell 34,East,3758,Consumer,3/4/2020,Standard Class,Ohio,Art,0.2,8.3328,7,111.104
Office Supplies,New York City,United States,CJ-12010,Caroline Jumper,5/7/2020,CA-2020-128818,10009,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",East,2180,Consumer,5/11/2020,Standard Class,New York,Binders,0.2,30.8966,7,85.232
Office Supplies,New York City,United States,JM-15250,Janet Martin,3/29/2020,CA-2020-167556,10009,OFF-BI-10000320,GBC Plastic Binding Combs,East,3976,Consumer,4/2/2020,Standard Class,New York,Binders,0.2,14.9814,7,41.328
Office Supplies,New York City,United States,HA-14905,Helen Abelman,6/30/2018,CA-2018-146640,10024,OFF-BI-10002867,GBC Recycled Regency Composition Covers,East,1414,Consumer,7/5/2018,Standard Class,New York,Binders,0.2,108.7996,7,334.768
Office Supplies,New York City,United States,AJ-10960,Astrea Jones,12/30/2018,CA-2018-131800,10035,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,8266,Consumer,1/4/2019,Standard Class,New York,Binders,0.2,12.8499,7,35.448
Office Supplies,New York City,United States,PK-19075,Pete Kriz,8/21/2021,US-2021-102183,10035,OFF-BI-10003476,Avery Metallic Poly Binders,East,9270,Consumer,8/28/2021,Standard Class,New York,Binders,0.2,11.2308,7,32.088
Office Supplies,Philadelphia,United States,WB-21850,William Brown,11/30/2019,CA-2019-122210,19134,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,East,2135,Consumer,12/4/2019,Standard Class,Pennsylvania,Fasteners,0.2,-2.3814,7,10.584
Office Supplies,Newark,United States,MM-17920,Michael Moore,1/13/2018,CA-2018-118192,43055,OFF-PA-10002947,Xerox 1923,East,9629,Consumer,1/18/2018,Standard Class,Ohio,Paper,0.2,13.0928,7,37.408
Office Supplies,Columbus,United States,JL-15835,John Lee,7/14/2021,US-2021-161935,43229,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",East,7513,Consumer,7/18/2021,Standard Class,Ohio,Storage,0.2,17.9592,7,239.456
Office Supplies,Philadelphia,United States,JW-15955,Joni Wasserman,8/16/2019,US-2019-164238,19120,OFF-ST-10002352,Iris Project Case,East,9219,Consumer,8/20/2019,Standard Class,Pennsylvania,Storage,0.2,3.3516,7,44.688
Office Supplies,New York City,United States,CC-12685,Craig Carroll,9/14/2019,CA-2019-140984,10011,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,East,3826,Consumer,9/18/2019,Standard Class,New York,Binders,0.2,4.536,9,12.96
Office Supplies,Oceanside,United States,GM-14500,Gene McClure,9/26/2019,CA-2019-127173,11572,OFF-BI-10000088,GBC Imprintable Covers,East,5120,Consumer,10/3/2019,Standard Class,New York,Binders,0.2,28.6578,9,79.056
Office Supplies,Rochester,United States,TT-21070,Ted Trevino,2/14/2019,CA-2019-116876,14609,OFF-BI-10002897,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",East,7685,Consumer,2/21/2019,Standard Class,New York,Binders,0.2,9.5787,9,26.424
Office Supplies,Philadelphia,United States,JK-15625,Jim Karlsson,8/7/2019,CA-2019-138331,19120,OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,East,6186,Consumer,8/12/2019,Standard Class,Pennsylvania,Art,0.2,10.68,10,106.8
Office Supplies,New York City,United States,AC-10450,Amy Cox,11/8/2019,CA-2019-164441,10011,OFF-BI-10001922,Storex Dura Pro Binders,East,3025,Consumer,11/13/2019,Standard Class,New York,Binders,0.2,17.6418,11,52.272
Office Supplies,New York City,United States,JM-15535,Jessica Myrick,4/17/2019,CA-2019-148712,10035,OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",East,5444,Consumer,4/23/2019,Standard Class,New York,Binders,0.2,21.0249,13,62.296
Office Supplies,Fairfield,United States,SV-20935,Susan Vittorini,12/25/2021,US-2021-147669,45014,OFF-FA-10002975,Staples,East,2427,Consumer,12/30/2021,Standard Class,Ohio,Fasteners,0.2,12.7764,13,39.312
Office Supplies,Fairfield,United States,SV-20935,Susan Vittorini,12/25/2021,US-2021-147669,45014,OFF-BI-10000632,Satellite Sectional Post Binders,East,2425,Consumer,12/30/2021,Standard Class,Ohio,Binders,0.7,-10.4184,1,13.023
Office Supplies,Springfield,United States,SH-20395,Shahid Hopkins,5/4/2021,CA-2021-168900,45503,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,East,2958,Consumer,5/9/2021,Standard Class,Ohio,Binders,0.7,-1.9275,1,2.313
Office Supplies,Philadelphia,United States,CC-12370,Christopher Conant,5/23/2020,CA-2020-143714,19120,OFF-BI-10004308,Avery Legal 4-Ring Binder,East,6427,Consumer,5/27/2020,Standard Class,Pennsylvania,Binders,0.7,-4.196,1,6.294
Office Supplies,Philadelphia,United States,HG-14845,Harry Greene,9/13/2019,US-2019-161347,19120,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",East,6353,Consumer,9/19/2019,Standard Class,Pennsylvania,Binders,0.7,-2.01,1,2.412
Office Supplies,Philadelphia,United States,CS-11950,Carlos Soltero,11/18/2018,US-2018-159926,19140,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,East,3300,Consumer,11/22/2018,Standard Class,Pennsylvania,Binders,0.7,-40.7976,1,50.997
Office Supplies,Akron,United States,KB-16315,Karl Braun,2/14/2019,US-2019-147662,44312,OFF-BI-10002160,Acco Hanging Data Binders,East,4324,Consumer,2/19/2019,Standard Class,Ohio,Binders,0.7,-1.6764,2,2.286
Office Supplies,Akron,United States,KB-16315,Karl Braun,2/14/2019,US-2019-147662,44312,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,East,4322,Consumer,2/19/2019,Standard Class,Ohio,Binders,0.7,-11.9616,2,14.952
Office Supplies,Lancaster,United States,CS-12505,Cindy Stewart,11/25/2020,CA-2020-108196,43130,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,East,7772,Consumer,12/2/2020,Standard Class,Ohio,Binders,0.7,-304.392,2,456.588
Office Supplies,Lancaster,United States,MD-17350,Maribeth Dona,9/5/2020,CA-2020-162383,43130,OFF-BI-10002824,Recycled Easel Ring Binders,East,7522,Consumer,9/11/2020,Standard Class,Ohio,Binders,0.7,-7.46,2,8.952
Office Supplies,Newark,United States,MM-17920,Michael Moore,1/13/2018,CA-2018-118192,43055,OFF-BI-10003476,Avery Metallic Poly Binders,East,9630,Consumer,1/18/2018,Standard Class,Ohio,Binders,0.7,-2.5212,2,3.438
Office Supplies,Philadelphia,United States,IM-15070,Irene Maddox,11/22/2019,CA-2019-100545,19120,OFF-BI-10003638,GBC Durable Plastic Covers,East,1706,Consumer,11/26/2019,Standard Class,Pennsylvania,Binders,0.7,-9.288,2,11.61
Office Supplies,Philadelphia,United States,NW-18400,Natalie Webber,6/21/2018,CA-2018-138317,19120,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",East,3002,Consumer,6/25/2018,Standard Class,Pennsylvania,Binders,0.7,-7.2048,2,9.006
Office Supplies,Philadelphia,United States,EB-13870,Emily Burns,9/21/2021,CA-2021-169817,19143,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,East,4757,Consumer,9/25/2021,Standard Class,Pennsylvania,Binders,0.7,-1.5264,2,1.908
Office Supplies,Philadelphia,United States,MD-17350,Maribeth Dona,11/5/2018,CA-2018-114251,19143,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,East,9712,Consumer,11/10/2018,Standard Class,Pennsylvania,Binders,0.7,-8.796,2,13.194
Office Supplies,Bowling Green,United States,NM-18520,Neoma Murray,12/23/2020,CA-2020-136049,43402,OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",East,4842,Consumer,12/28/2020,Standard Class,Ohio,Binders,0.7,-4.0722,3,5.553
Office Supplies,Cincinnati,United States,MC-17575,Matt Collins,2/3/2021,CA-2021-167703,45231,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,East,1321,Consumer,2/8/2021,Standard Class,Ohio,Binders,0.7,-4.1832,3,5.229
Office Supplies,Columbus,United States,BP-11290,Beth Paige,12/18/2021,CA-2021-156664,43229,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",East,8845,Consumer,12/23/2021,Standard Class,Ohio,Binders,0.7,-6.03,3,7.236
Office Supplies,Lakewood,United States,CK-12205,Chloris Kastensmidt,8/18/2021,CA-2021-122028,44107,OFF-BI-10004817,GBC Personal VeloBind Strips,East,6898,Consumer,8/25/2021,Standard Class,Ohio,Binders,0.7,-7.9068,3,10.782
Office Supplies,Medina,United States,LC-17050,Liz Carlisle,11/2/2018,CA-2018-129147,44256,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,East,6504,Consumer,11/6/2018,Standard Class,Ohio,Binders,0.7,-13.4694,3,19.242
Office Supplies,Troy,United States,LC-16885,Lena Creighton,12/11/2019,CA-2019-106362,45373,OFF-BI-10003166,GBC Plasticlear Binding Covers,East,8293,Consumer,12/15/2019,Standard Class,Ohio,Binders,0.7,-7.5768,3,10.332
Office Supplies,Philadelphia,United States,EH-14185,Evan Henry,10/25/2018,CA-2018-139542,19120,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",East,7710,Consumer,10/29/2018,Standard Class,Pennsylvania,Binders,0.7,-9.5886,3,13.698
Office Supplies,Philadelphia,United States,CM-12160,Charles McCrossin,12/4/2021,CA-2021-156412,19134,OFF-BI-10004364,Storex Dura Pro Binders,East,2691,Consumer,12/8/2021,Standard Class,Pennsylvania,Binders,0.7,-4.455,3,5.346
Office Supplies,Philadelphia,United States,JF-15190,Jamie Frazer,10/26/2021,US-2021-110646,19134,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",East,8808,Consumer,10/31/2021,Standard Class,Pennsylvania,Binders,0.7,-27.735,3,33.282
Office Supplies,Philadelphia,United States,WB-21850,William Brown,11/30/2019,CA-2019-122210,19134,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,East,2134,Consumer,12/4/2019,Standard Class,Pennsylvania,Binders,0.7,-122.3928,3,152.991
Office Supplies,Philadelphia,United States,BP-11290,Beth Paige,1/9/2021,CA-2021-154760,19140,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,East,7221,Consumer,1/13/2021,Standard Class,Pennsylvania,Binders,0.7,-228.7425,3,274.491
Office Supplies,Philadelphia,United States,CS-11950,Carlos Soltero,11/18/2018,US-2018-159926,19140,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,East,3304,Consumer,11/22/2018,Standard Class,Pennsylvania,Binders,0.7,-1.4256,3,1.944
Office Supplies,Philadelphia,United States,DM-13015,Darrin Martin,11/3/2021,CA-2021-110429,19143,OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",East,4264,Consumer,11/8/2021,Standard Class,Pennsylvania,Binders,0.7,-7.782,3,11.673
Office Supplies,Columbus,United States,EC-14050,Erin Creighton,12/17/2018,CA-2018-139633,43229,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,East,4420,Consumer,12/24/2018,Standard Class,Ohio,Binders,0.7,-4.0216,4,5.484
Office Supplies,Cuyahoga Falls,United States,JA-15970,Joseph Airdo,3/2/2021,CA-2021-152261,44221,OFF-BI-10002353,GBC VeloBind Cover Sets,East,7861,Consumer,3/6/2021,Standard Class,Ohio,Binders,0.7,-12.352,4,18.528
Office Supplies,Philadelphia,United States,CB-12415,Christy Brittain,2/24/2021,CA-2021-111374,19134,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",East,1992,Consumer,2/28/2021,Standard Class,Pennsylvania,Binders,0.7,-3.7996,4,4.956
Office Supplies,Philadelphia,United States,CJ-12010,Caroline Jumper,12/3/2020,US-2020-161683,19134,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",East,4199,Consumer,12/8/2020,Standard Class,Pennsylvania,Binders,0.7,-14.5536,4,18.192
Office Supplies,Philadelphia,United States,GW-14605,Giulietta Weimer,12/2/2021,CA-2021-155075,19140,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,East,4498,Consumer,12/9/2021,Standard Class,Pennsylvania,Binders,0.7,-462.8624,4,631.176
Office Supplies,Cleveland,United States,DP-13000,Darren Powers,5/14/2021,US-2021-154872,44105,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",East,6545,Consumer,5/18/2021,Standard Class,Ohio,Binders,0.7,-46.536,5,58.17
Office Supplies,Columbus,United States,RF-19840,Roy Französisch,4/16/2021,CA-2021-136497,43229,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,East,2363,Consumer,4/20/2021,Standard Class,Ohio,Binders,0.7,-10.054,5,13.71
Office Supplies,Lancaster,United States,BP-11155,Becky Pak,3/30/2021,US-2021-154851,17602,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",East,4689,Consumer,4/3/2021,Standard Class,Pennsylvania,Binders,0.7,-4.7625,5,5.715
Office Supplies,Philadelphia,United States,JC-15340,Jasper Cacioppo,9/5/2020,CA-2020-154536,19120,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",East,3617,Consumer,9/9/2020,Standard Class,Pennsylvania,Binders,0.7,-7.3255,5,9.555
Office Supplies,Lancaster,United States,MD-17350,Maribeth Dona,9/5/2020,CA-2020-162383,43130,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,East,7523,Consumer,9/11/2020,Standard Class,Ohio,Binders,0.7,-6.4944,6,8.856
Office Supplies,Cleveland,United States,JH-15430,Jennifer Halladay,11/19/2021,US-2021-108014,44105,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',East,5594,Consumer,11/25/2021,Standard Class,Ohio,Binders,0.7,-45.9333,7,59.913
Office Supplies,Fairfield,United States,AF-10885,Art Foster,9/12/2018,CA-2018-103702,45014,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",East,3285,Consumer,9/17/2018,Standard Class,Ohio,Binders,0.7,-46.8776,7,63.924
Office Supplies,Philadelphia,United States,RD-19720,Roger Demir,12/9/2021,US-2021-132927,19134,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",East,8586,Consumer,12/15/2021,Standard Class,Pennsylvania,Binders,0.7,-8.1312,7,11.088
Office Supplies,Philadelphia,United States,SC-20305,Sean Christensen,12/1/2021,CA-2021-122539,19140,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",East,9279,Consumer,12/5/2021,Standard Class,Pennsylvania,Binders,0.7,-5.6007,7,8.001
Office Supplies,Philadelphia,United States,CS-11950,Carlos Soltero,4/3/2020,CA-2020-120796,19140,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",East,5059,Consumer,4/7/2020,Standard Class,Pennsylvania,Binders,0.7,-83.205,9,99.846
Office Supplies,Columbus,United States,KT-16480,Kean Thornton,9/21/2021,CA-2021-123351,31907,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,South,4263,Consumer,9/25/2021,Standard Class,Georgia,Appliances,0,24.144,1,80.48
Office Supplies,Roswell,United States,KM-16660,Khloe Miller,12/10/2019,US-2019-168732,30076,OFF-AR-10003087,Staples in misc. colors,South,4006,Consumer,12/16/2019,Standard Class,Georgia,Art,0,0.4984,1,1.78
Office Supplies,Atlanta,United States,SS-20410,Shahid Shariari,9/10/2021,CA-2021-159954,30318,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,South,5894,Consumer,9/14/2021,Standard Class,Georgia,Binders,0,1.3622,1,2.78
Office Supplies,Henderson,United States,GW-14605,Giulietta Weimer,2/16/2020,CA-2020-108105,42420,OFF-BI-10002412,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,South,9080,Consumer,2/23/2020,Standard Class,Kentucky,Binders,0,2.61,1,5.8
Office Supplies,Hattiesburg,United States,JS-16030,Joy Smith,7/19/2020,CA-2020-163776,39401,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,South,5989,Consumer,7/25/2020,Standard Class,Mississippi,Binders,0,4.042,1,8.6
Office Supplies,Newport News,United States,JF-15565,Jill Fjeld,9/11/2020,CA-2020-102162,23602,OFF-EN-10002312,#10 Self-Seal White Envelopes,South,4641,Consumer,9/16/2020,Standard Class,Virginia,Envelopes,0,5.4341,1,11.09
Office Supplies,Louisville,United States,JW-15955,Joni Wasserman,12/27/2020,CA-2020-111605,40214,OFF-LA-10002368,Avery 479,South,8580,Consumer,1/2/2021,Standard Class,Kentucky,Labels,0,1.2006,1,2.61
Office Supplies,Newport News,United States,MK-18160,Mike Kennedy,5/4/2021,CA-2021-128755,23602,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",South,2467,Consumer,5/8/2021,Standard Class,Virginia,Paper,0,4.0995,1,9.11
Office Supplies,Springfield,United States,BD-11605,Brian Dahlen,4/12/2020,CA-2020-112102,22153,OFF-PA-10000100,Xerox 1945,South,1131,Consumer,4/16/2020,Standard Class,Virginia,Paper,0,20.0851,1,40.99
Office Supplies,Jackson,United States,MT-17815,Meg Tillman,7/25/2020,CA-2020-104157,39212,OFF-ST-10000321,Akro Stacking Bins,South,3579,Consumer,7/29/2020,Standard Class,Mississippi,Storage,0,0.315600000,1,7.89
Office Supplies,Newport News,United States,MK-18160,Mike Kennedy,5/4/2021,CA-2021-128755,23602,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",South,2470,Consumer,5/8/2021,Standard Class,Virginia,Storage,0,4.5657,1,16.91
Office Supplies,Salem,United States,CS-12355,Christine Sundaresam,11/17/2021,CA-2021-165687,24153,OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,South,2287,Consumer,11/23/2021,Standard Class,Virginia,Appliances,0,12.264,2,35.04
Office Supplies,Roswell,United States,SV-20785,Stewart Visinsky,6/2/2018,CA-2018-100895,30076,OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",South,3888,Consumer,6/6/2018,Standard Class,Georgia,Art,0,2.6536,2,8.56
Office Supplies,Henderson,United States,CC-12685,Craig Carroll,1/9/2019,CA-2019-119480,42420,OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,South,7093,Consumer,1/13/2019,Standard Class,Kentucky,Art,0,11.1176,2,42.76
Office Supplies,Monroe,United States,BD-11605,Brian Dahlen,6/11/2019,US-2019-123960,71203,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",South,3037,Consumer,6/16/2019,Standard Class,Louisiana,Art,0,15.764,2,56.3
Office Supplies,Arlington,United States,KH-16360,Katherine Hughes,7/2/2020,CA-2020-101469,22204,OFF-AR-10003986,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,South,8337,Consumer,7/8/2020,Standard Class,Virginia,Art,0,3.157,2,7.7
Office Supplies,Springfield,United States,BG-11035,Barry Gonzalez,11/2/2021,CA-2021-169005,22153,OFF-AR-10000246,Newell 318,South,9083,Consumer,11/6/2021,Standard Class,Virginia,Art,0,1.4456,2,5.56
Office Supplies,Fayetteville,United States,SC-20095,Sanjit Chand,9/2/2018,CA-2018-152268,72701,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,South,9034,Consumer,9/7/2018,Standard Class,Arkansas,Binders,0,843.1706,2,1793.98
Office Supplies,Macon,United States,JC-15775,John Castell,9/14/2018,CA-2018-159184,31204,OFF-BI-10001890,Avery Poly Binder Pockets,South,3624,Consumer,9/19/2018,Standard Class,Georgia,Binders,0,3.4368,2,7.16
Office Supplies,Henderson,United States,AB-10105,Adrian Barton,11/19/2021,CA-2021-101042,42420,OFF-BI-10000088,GBC Imprintable Covers,South,2553,Consumer,11/23/2021,Standard Class,Kentucky,Binders,0,10.7604,2,21.96
Office Supplies,Hattiesburg,United States,JS-16030,Joy Smith,7/19/2020,CA-2020-163776,39401,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",South,5986,Consumer,7/25/2020,Standard Class,Mississippi,Binders,0,35.6776,2,77.56
Office Supplies,Columbia,United States,GB-14575,Giulietta Baptist,9/21/2019,CA-2019-158421,29203,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",South,6183,Consumer,9/26/2019,Standard Class,South Carolina,Binders,0,6.862,2,14.6
Office Supplies,Arlington,United States,KH-16510,Keith Herrera,6/18/2019,CA-2019-133242,22204,OFF-BI-10004826,JM Magazine Binder,South,7753,Consumer,6/24/2019,Standard Class,Virginia,Binders,0,15.8496,2,33.02
Office Supplies,Arlington,United States,KH-16510,Keith Herrera,6/18/2019,CA-2019-133242,22204,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,South,7751,Consumer,6/24/2019,Standard Class,Virginia,Binders,0,16.608,2,34.6
Office Supplies,Chesapeake,United States,NF-18385,Natalie Fritzler,2/11/2018,CA-2018-127614,23320,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,South,5633,Consumer,2/15/2018,Standard Class,Virginia,Binders,0,8.2062,2,17.46
Office Supplies,Roswell,United States,CS-12355,Christine Sundaresam,9/4/2019,CA-2019-142755,30076,OFF-EN-10004459,Security-Tint Envelopes,South,1121,Consumer,9/8/2019,Standard Class,Georgia,Envelopes,0,7.4872,2,15.28
Office Supplies,Columbia,United States,GB-14575,Giulietta Baptist,9/21/2019,CA-2019-158421,29203,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",South,6178,Consumer,9/26/2019,Standard Class,South Carolina,Envelopes,0,57.3212,2,121.96
Office Supplies,Chesapeake,United States,MM-17920,Michael Moore,9/5/2020,US-2020-121013,23320,OFF-LA-10004545,Avery 50,South,6876,Consumer,9/10/2020,Standard Class,Virginia,Labels,0,11.7782,2,25.06
Office Supplies,Auburn,United States,AM-10705,Anne McFarland,9/18/2020,CA-2020-145905,36830,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,South,2015,Consumer,9/23/2020,Standard Class,Alabama,Paper,0,6.0168,2,13.08
Office Supplies,Florence,United States,DC-12850,Dan Campbell,6/4/2021,CA-2021-100426,35630,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",South,1270,Consumer,6/8/2021,Standard Class,Alabama,Paper,0,5.616,2,12.48
Office Supplies,Little Rock,United States,IG-15085,Ivan Gibson,10/20/2021,CA-2021-158743,72209,OFF-PA-10001019,Xerox 1884,South,2799,Consumer,10/27/2021,Standard Class,Arkansas,Paper,0,18.7812,2,39.96
Office Supplies,Atlanta,United States,FH-14350,Fred Harton,8/23/2019,CA-2019-165624,30318,OFF-PA-10002499,Xerox 1890,South,4018,Consumer,8/28/2019,Standard Class,Georgia,Paper,0,48.94,2,97.88
Office Supplies,Roswell,United States,CS-12355,Christine Sundaresam,9/4/2019,CA-2019-142755,30076,OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",South,1120,Consumer,9/8/2019,Standard Class,Georgia,Paper,0,2.0492,2,4.36
Office Supplies,Smyrna,United States,PB-19105,Peter Bühler,9/22/2021,CA-2021-161970,30080,OFF-PA-10004255,Xerox 219,South,7038,Consumer,9/27/2021,Standard Class,Georgia,Paper,0,6.2208,2,12.96
Office Supplies,Owensboro,United States,CC-12220,Chris Cortes,5/7/2019,CA-2019-147879,42301,OFF-PA-10001952,Xerox 1902,South,5889,Consumer,5/12/2019,Standard Class,Kentucky,Paper,0,21.0128,2,45.68
Office Supplies,Roswell,United States,SV-20785,Stewart Visinsky,6/2/2018,CA-2018-100895,30076,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",South,3890,Consumer,6/6/2018,Standard Class,Georgia,Storage,0,107.082,2,356.94
Office Supplies,Columbia,United States,GB-14575,Giulietta Baptist,9/21/2019,CA-2019-158421,29203,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,South,6180,Consumer,9/26/2019,Standard Class,South Carolina,Storage,0,6.396,2,63.96
Office Supplies,Arlington,United States,KH-16510,Keith Herrera,6/18/2019,CA-2019-133242,22204,OFF-ST-10003716,Tennsco Double-Tier Lockers,South,7750,Consumer,6/24/2019,Standard Class,Virginia,Storage,0,58.5052,2,450.04
Office Supplies,Columbus,United States,TP-21130,Theone Pippenger,9/19/2020,CA-2020-142370,31907,OFF-SU-10003002,Letter Slitter,South,3718,Consumer,9/23/2020,Standard Class,Georgia,Supplies,0,0.1512,2,5.04
Office Supplies,Salem,United States,AM-10705,Anne McFarland,7/21/2021,CA-2021-104731,24153,OFF-SU-10003505,Premier Electric Letter Opener,South,6590,Consumer,7/27/2021,Standard Class,Virginia,Supplies,0,11.586,2,231.72
